word,relative freq (lyrics / general usage),general usage absolute freq,pop lyrics absolute freq
"oprah",0.885523391570797,89,1
"uncovered",0.885523391570797,89,1
"grande",0.885523391570797,89,1
"stranded",0.885523391570797,89,1
"petty",0.885523391570797,89,1
"scene",0.886768853443611,711,8
"much",0.8869658256456199,13506,152
"choose",0.8877399707737275,799,9
"dishes",0.8888524268774541,266,3
"attracted",0.8905263485853212,177,2
"boost",0.8905263485853212,177,2
"cousins",0.8905263485853212,177,2
"prince",0.8930490861167244,353,4
"high",0.8932052791148557,7147,81
"violence",0.8933302728566855,794,9
"died",0.8948039860676086,1145,13
"featuring",0.8955861573841014,176,2
"attract",0.8955861573841014,264,3
"powder",0.8955861573841014,88,1
"cares",0.8955861573841014,176,2
"moses",0.8955861573841014,88,1
"coat",0.9007037925691536,175,2
"same",0.9018644933327735,9700,111
"dinner",0.9035722759849787,785,9
"filled",0.9041481665369132,523,6
"accidentally",0.9058802511471371,87,1
"inherited",0.9058802511471371,174,2
"eighties",0.9058802511471371,87,1
"ace",0.9058802511471371,87,1
"blamed",0.9058802511471371,174,2
"rope",0.9058802511471371,87,1
"cannot",0.9086047030302864,1995,23
"dirt",0.9111165531768893,173,2
"about",0.9126023211715076,33421,387
"dc",0.9128754654417095,259,3
"rise",0.9135167548449001,949,11
"window",0.9148939849893971,603,7
"dancers",0.9164137424395457,86,1
"platforms",0.9164137424395457,86,1
"seldom",0.9164137424395457,172,2
"runs",0.9172341665599033,1117,13
"tells",0.9175992712137235,773,9
"shall",0.9208753478068268,1027,12
"shirt",0.9217728871321746,171,2
"obsession",0.9217728871321746,171,2
"devil",0.9217728871321746,171,2
"rage",0.9217728871321746,171,2
"dollar",0.9223722193084634,769,9
"figured",0.9235732248023546,256,3
"anybody",0.9247773619924489,767,9
"to",0.9255294441949126,336780,3955
"warn",0.9271950805858933,85,1
"flaws",0.9271950805858933,85,1
"dp",0.9271950805858933,85,1
"peel",0.9271950805858933,85,1
"spray",0.9271950805858933,85,1
"rum",0.9271950805858933,85,1
"damned",0.9271950805858933,85,1
"overseas",0.9271950805858933,255,3
"mountain",0.9271950805858933,595,7
"sellers",0.9271950805858933,85,1
"oakland",0.9271950805858933,85,1
"land",0.9284801742526789,1443,17
"him",0.9301449007314353,9744,115
"searched",0.9326814420094784,169,2
"stroll",0.9326814420094784,169,2
"learn",0.9352640251163084,1264,15
"covering",0.9354490427276075,337,4
"did",0.9374988606330992,12778,152
"drum",0.9382331172595348,84,1
"paramount",0.9382331172595348,84,1
"merely",0.9382331172595348,672,8
"instinct",0.9382331172595348,84,1
"rin",0.9382331172595348,84,1
"pulls",0.9382331172595348,84,1
"ours",0.9404723371097962,419,5
"would",0.9413499381111677,26791,320
"there",0.9419881954875604,36729,439
"looks",0.9438512796383345,1169,14
"careful",0.9449829958009702,417,5
"yesterday",0.9449829958009703,1251,15
"clock",0.9462797134624469,583,7
"morrison",0.9495371307204932,83,1
"surgeons",0.9495371307204932,83,1
"losers",0.9495371307204932,83,1
"unlimited",0.9495371307204932,83,1
"hollow",0.9495371307204932,83,1
"gravity",0.9495371307204932,83,1
"horns",0.9495371307204932,83,1
"yahoo",0.9495371307204932,83,1
"luckily",0.9495371307204932,83,1
"mini",0.9495371307204932,83,1
"funeral",0.9495371307204932,166,2
"late",0.952817051724709,2316,28
"jackson",0.9533659094733983,496,6
"soldier",0.9552919012097082,165,2
"revived",0.9611168518268407,82,1
"destructive",0.9611168518268407,82,1
"liberties",0.9611168518268407,82,1
"vertebrates",0.9611168518268407,82,1
"poured",0.9611168518268407,82,1
"persistence",0.9611168518268407,82,1
"cancel",0.9611168518268407,82,1
"magnet",0.9611168518268407,82,1
"emotional",0.9611168518268407,328,4
"kill",0.9622903766764459,819,10
"tennessee",0.9670132742306863,163,2
